unit,cycle,y_true,y_pred,abs_err
28,1,164,231.71736,67.71736000000001
28,2,163,210.78952,47.78952000000001
28,3,162,199.26843,37.268429999999995
28,4,161,217.88579,56.885789999999986
28,5,160,209.7425,49.74250000000001
28,6,159,213.50856,54.50855999999999
28,7,158,210.01427,52.01427000000001
28,8,157,205.03554,48.03554
28,9,156,206.32553,50.325529999999986
28,10,155,200.22586,45.22586000000001
28,11,154,196.82185,42.82185000000001
28,12,153,202.33014,49.33014
28,13,152,211.31537,59.31537
28,14,151,216.68346,65.68346
28,15,150,215.65656,65.65656000000001
28,16,149,211.944,62.94399999999999
28,17,148,213.21698,65.21698
28,18,147,207.26947,60.26947000000001
28,19,146,201.53244,55.53244000000001
28,20,145,210.01971,65.01971
28,21,144,196.09288,52.09288000000001
28,22,143,204.96397,61.96396999999999
28,23,142,209.12598,67.12598
28,24,141,210.90065,69.90065000000001
28,25,140,198.65459,58.65459000000001
28,26,139,202.6336,63.6336
28,27,138,196.92348,58.92348000000001
28,28,137,192.52655,55.526549999999986
28,29,136,193.98439,57.98438999999999
28,30,135,195.5776,60.57759999999999
28,31,134,193.57468,59.57468
28,32,133,203.39331,70.39331000000001
28,33,132,196.17354,64.17354
28,34,131,197.23341,66.23340999999999
28,35,130,203.47636,73.47636
28,36,129,195.95003,66.95003
28,37,128,192.52286,64.52286000000001
28,38,127,194.46637,67.46637000000001
28,39,126,191.14937,65.14937
28,40,125,183.72517,58.72516999999999
28,41,124,189.33629,65.33628999999999
28,42,123,188.37267,65.37267
28,43,122,189.75694,67.75693999999999
28,44,121,182.98822,61.98822000000001
28,45,120,172.12117,52.121170000000006
28,46,119,198.58363,79.58363
28,47,118,178.99341,60.99341000000001
28,48,117,200.16183,83.16183000000001
28,49,116,193.46732,77.46732
28,50,115,179.12062,64.12062
28,51,114,174.2208,60.2208
28,52,113,165.62552,52.625519999999995
28,53,112,167.24529,55.24529000000001
28,54,111,160.91312,49.91311999999999
28,55,110,170.40443,60.40442999999999
28,56,109,162.67493,53.67492999999999
28,57,108,165.09567,57.09567000000001
28,58,107,180.11348,73.11348000000001
28,59,106,183.87144,77.87144
28,60,105,176.47087,71.47086999999999
28,61,104,172.65567,68.65566999999999
28,62,103,172.28992,69.28992
28,63,102,168.65549,66.65548999999999
28,64,101,180.14844,79.14844
28,65,100,174.95198,74.95197999999999
28,66,99,173.2547,74.25470000000001
28,67,98,165.34537,67.34537
28,68,97,171.32861,74.32861
28,69,96,164.69003,68.69003000000001
28,70,95,161.86058,66.86058
28,71,94,167.51147,73.51147
