unit,cycle,y_true,y_pred,abs_err
17,1,275,195.8688,79.1312
17,2,274,181.99162,92.00837999999999
17,3,273,182.22023,90.77977000000001
17,4,272,178.04152,93.95848000000001
17,5,271,170.244,100.756
17,6,270,175.49121,94.50879
17,7,269,187.30026,81.69973999999999
17,8,268,198.8362,69.16380000000001
17,9,267,202.59424,64.40575999999999
17,10,266,207.32443,58.67556999999999
17,11,265,217.05147,47.948530000000005
17,12,264,209.44688,54.55312000000001
17,13,263,198.83415,64.16585
17,14,262,211.09332,50.906679999999994
17,15,261,195.72675,65.27324999999999
17,16,260,196.77289,63.22711000000001
17,17,259,194.14282,64.85718
17,18,258,198.50137,59.49862999999999
17,19,257,187.60965,69.39035000000001
17,20,256,190.59248,65.40752
17,21,255,185.84467,69.15532999999999
17,22,254,194.37059,59.62941000000001
17,23,253,195.4806,57.51939999999999
17,24,252,203.54082,48.45918
17,25,251,197.41428,53.58572000000001
17,26,250,196.14058,53.85942
17,27,249,195.75993,53.24007
17,28,248,196.20029,51.799710000000005
17,29,247,202.70059,44.299409999999995
17,30,246,205.41217,40.58783
17,31,245,197.02638,47.97362000000001
17,32,244,184.41704,59.582960000000014
17,33,243,193.11511,49.88489000000001
17,34,242,190.27953,51.720470000000006
17,35,241,194.69098,46.309020000000004
17,36,240,188.06,51.94
17,37,239,185.99666,53.00334000000001
17,38,238,183.27547,54.72452999999999
17,39,237,180.95528,56.04472000000001
17,40,236,187.66151,48.33849000000001
17,41,235,192.70857,42.29142999999999
17,42,234,183.72342,50.276579999999996
17,43,233,190.25461,42.745389999999986
17,44,232,182.82516,49.17483999999999
17,45,231,184.65263,46.34737000000001
17,46,230,193.52861,36.471390000000014
17,47,229,189.78539,39.21460999999999
17,48,228,191.47646,36.52354
17,49,227,190.98125,36.01875000000001
17,50,226,176.157,49.84299999999999
17,51,225,194.58961,30.410390000000007
17,52,224,177.20976,46.79024000000001
17,53,223,178.24327,44.756730000000005
17,54,222,174.684,47.316
17,55,221,172.73688,48.26311999999999
17,56,220,166.38675,53.613249999999994
17,57,219,169.71928,49.28072
17,58,218,158.62814,59.37186
17,59,217,158.43285,58.56715
17,60,216,153.86395,62.13605000000001
17,61,215,158.82623,56.17376999999999
17,62,214,158.08093,55.919070000000005
17,63,213,159.87181,53.12818999999999
17,64,212,162.93788,49.06211999999999
17,65,211,152.85112,58.14887999999999
17,66,210,154.49799,55.50201000000001
17,67,209,141.63213,67.36787000000001
17,68,208,139.66637,68.33363
17,69,207,137.40932,69.59067999999999
17,70,206,147.38493,58.61507
17,71,205,141.85588,63.14411999999999
17,72,204,151.47708,52.52292
17,73,203,160.31982,42.68018000000001
17,74,202,160.1621,41.83789999999999
17,75,201,161.81946,39.18054000000001
17,76,200,155.48613,44.51387
17,77,199,164.93016,34.06984
17,78,198,142.45052,55.54947999999999
17,79,197,147.05678,49.94322
17,80,196,146.03746,49.96253999999999
17,81,195,146.81001,48.189989999999995
17,82,194,147.02751,46.97248999999999
17,83,193,151.93463,41.06537
17,84,192,163.17993,28.820069999999987
17,85,191,164.3792,26.620800000000003
17,86,190,149.79979,40.20021
17,87,189,171.30591,17.69408999999999
17,88,188,154.46329,33.53671
17,89,187,148.15033,38.84967
17,90,186,151.0495,34.950500000000005
17,91,185,142.36029,42.63971000000001
17,92,184,134.1933,49.806700000000006
17,93,183,138.65488,44.34512000000001
17,94,182,138.83002,43.16998000000001
17,95,181,147.99709,33.002910000000014
17,96,180,143.43074,36.569260000000014
17,97,179,139.85336,39.14663999999999
17,98,178,150.1164,27.8836
17,99,177,155.57455,21.425450000000012
17,100,176,164.23116,11.768840000000012
17,101,175,154.94635,20.053650000000005
17,102,174,162.38177,11.618230000000011
17,103,173,159.57735,13.422650000000004
17,104,172,170.14055,1.8594500000000096
17,105,171,152.32408,18.67591999999999
17,106,170,166.0268,3.9731999999999914
17,107,169,153.99086,15.009140000000002
17,108,168,146.83194,21.168059999999997
17,109,167,158.84476,8.155239999999992
17,110,166,146.48033,19.51966999999999
17,111,165,152.34012,12.659879999999987
17,112,164,157.64136,6.358640000000008
17,113,163,142.2458,20.754199999999997
17,114,162,151.88295,10.117050000000006
17,115,161,135.0602,25.93979999999999
17,116,160,147.75523,12.244769999999988
17,117,159,153.34253,5.657469999999989
17,118,158,136.18709,21.812909999999988
17,119,157,153.87346,3.1265400000000056
17,120,156,141.92223,14.077769999999987
17,121,155,116.82286,38.177139999999994
17,122,154,126.28425,27.71575
17,123,153,121.60924,31.39076
17,124,152,128.42441,23.575590000000005
17,125,151,132.0109,18.989100000000008
17,126,150,137.92805,12.071949999999987
17,127,149,113.4533,35.5467
17,128,148,129.8851,18.114900000000006
17,129,147,120.81036,26.189639999999997
17,130,146,128.06473,17.935270000000003
17,131,145,125.46996,19.53004
17,132,144,122.71029,21.28971
17,133,143,117.161835,25.838165000000004
17,134,142,121.613304,20.386696
17,135,141,121.24197,19.758030000000005
17,136,140,123.471985,16.528014999999996
17,137,139,135.56136,3.4386399999999924
17,138,138,130.83858,7.161419999999993
17,139,137,129.75694,7.243060000000014
17,140,136,115.36866,20.631339999999994
17,141,135,109.74887,25.251130000000003
17,142,134,108.104195,25.895804999999996
17,143,133,116.76744,16.232560000000007
17,144,132,109.75679,22.243210000000005
17,145,131,120.49135,10.508650000000003
17,146,130,102.01899,27.981009999999998
17,147,129,108.89119,20.108810000000005
17,148,128,100.531906,27.468093999999994
17,149,127,92.90381,34.09619000000001
17,150,126,102.133736,23.866264
17,151,125,106.10373,18.89627
17,152,124,97.25244,26.747559999999993
17,153,123,101.70463,21.295370000000005
17,154,122,106.271805,15.728195
17,155,121,101.70438,19.29562
17,156,120,117.99456,2.005439999999993
17,157,119,97.440994,21.559005999999997
17,158,118,107.57282,10.427180000000007
17,159,117,105.54941,11.450590000000005
17,160,116,108.800865,7.199134999999998
17,161,115,101.47516,13.524839999999998
17,162,114,107.77568,6.224320000000006
17,163,113,96.03353,16.96647
17,164,112,105.43146,6.568539999999999
17,165,111,109.39297,1.6070299999999946
17,166,110,109.82593,0.1740700000000004
17,167,109,100.35807,8.641930000000002
17,168,108,123.6088,15.608800000000002
17,169,107,116.80512,9.805120000000002
17,170,106,105.61397,0.3860300000000052
17,171,105,126.290115,21.290115
17,172,104,125.64888,21.648880000000005
17,173,103,120.227196,17.227196000000006
17,174,102,94.389435,7.610564999999994
17,175,101,104.83856,3.838560000000001
17,176,100,114.96968,14.969679999999997
17,177,99,93.249146,5.750854000000004
17,178,98,86.512535,11.487465
17,179,97,94.11328,2.886719999999997
17,180,96,95.60982,0.39018000000000086
17,181,95,93.44649,1.5535100000000028
17,182,94,78.02268,15.977320000000006
17,183,93,81.383575,11.616425000000007
17,184,92,79.2916,12.708399999999997
17,185,91,77.26773,13.73227
17,186,90,71.25952,18.740480000000005
17,187,89,74.12857,14.871430000000004
17,188,88,79.03192,8.96808
17,189,87,74.165436,12.834564
17,190,86,71.30059,14.69941
17,191,85,66.61563,18.384370000000004
17,192,84,67.66596,16.33404
17,193,83,67.23525,15.764750000000006
17,194,82,61.74685,20.253149999999998
17,195,81,69.20622,11.793779999999998
17,196,80,61.731537,18.268462999999997
17,197,79,67.32476,11.675240000000002
17,198,78,61.611065,16.388934999999996
17,199,77,59.299244,17.700756
17,200,76,68.912865,7.0871350000000035
17,201,75,66.20681,8.793189999999996
17,202,74,69.85216,4.147840000000002
17,203,73,62.81544,10.184559999999998
17,204,72,56.813305,15.186695
17,205,71,56.50501,14.494990000000001
17,206,70,52.255417,17.744583
17,207,69,48.530087,20.469913
17,208,68,51.81523,16.18477
17,209,67,53.647045,13.352955000000001
17,210,66,54.73356,11.266440000000003
17,211,65,57.086742,7.913257999999999
17,212,64,48.504333,15.495666999999997
17,213,63,55.670128,7.329872000000002
17,214,62,51.33714,10.662860000000002
17,215,61,57.357433,3.6425669999999997
17,216,60,57.71587,2.2841299999999976
17,217,59,57.330837,1.6691629999999975
17,218,58,54.00621,3.993789999999997
17,219,57,55.080845,1.9191550000000035
17,220,56,54.249187,1.7508130000000008
17,221,55,62.78476,7.784759999999999
17,222,54,60.601364,6.601363999999997
17,223,53,62.581627,9.581626999999997
17,224,52,56.76441,4.764409999999998
17,225,51,50.403294,0.5967059999999975
17,226,50,48.933704,1.0662960000000012
17,227,49,48.43168,0.5683199999999999
17,228,48,47.815155,0.1848450000000028
17,229,47,48.42251,1.4225100000000026
17,230,46,47.87087,1.8708699999999965
17,231,45,44.6012,0.3988000000000014
17,232,44,46.535305,2.535305000000001
17,233,43,43.8945,0.8945000000000007
17,234,42,43.275265,1.2752649999999974
17,235,41,42.509624,1.5096240000000023
17,236,40,40.287457,0.2874570000000034
17,237,39,36.427116,2.572884000000002
17,238,38,32.44785,5.5521499999999975
17,239,37,30.688156,6.311844000000001
17,240,36,30.527138,5.472861999999999
17,241,35,30.270414,4.729586000000001
17,242,34,29.07864,4.92136
17,243,33,27.951242,5.048757999999999
17,244,32,28.256012,3.7439880000000016
17,245,31,23.389595,7.610405
17,246,30,25.282097,4.717903
17,247,29,22.910744,6.089255999999999
17,248,28,23.742573,4.257427
17,249,27,22.836481,4.163519000000001
17,250,26,22.352789,3.6472109999999986
17,251,25,18.004845,6.9951550000000005
